record_id,timestamp,warehouse_id,zone_id,rack_id,product_id,rfid_read_count,inventory_level,inventory_movement,incoming_items,outgoing_items,inventory_accuracy_pct,forecasted_demand,storage_utilization_pct,storage_allocation_score,available_storage_space_pct,order_queue_length,order_picking_time_min,packing_time_min,order_completion_time_min,conveyor_speed_mps,conveyor_vibration_mmps,motor_temperature_c,equipment_load_pct,energy_consumption_kwh,machine_runtime_hr,sensor_battery_pct,equipment_health_index,maintenance_alert,worker_count,worker_movement_index,forklift_count,forklift_utilization_pct,congestion_level_pct,obstacle_detection,safety_compliance_pct,warehouse_activity_score,temperature_c,humidity_pct,air_quality_index,dust_level_ugm3,lighting_lux,noise_level_db,predicted_equipment_failure,resource_utilization_pct,warehouse_operation_status
7935,2024-11-16 10:56:00,WH_01,Zone_B,RACK_048,PROD_00206,15,479,99,112,126,95.7,265,48.69,63.83,24.7,11,8.86,9.69,23.83,2.49,3.2,87.24,62.94,148.38,5.76,76.75,89.28,Yes,15,0.88,13,47.72,83.32,Not Detected,72.56,99.02,18.34,50.26,41,22.73,408,71.51,0.201,83.66,Optimized
7936,2024-03-31 11:02:00,WH_08,Zone_B,RACK_062,PROD_00039,45,695,154,128,167,98.49,251,88.41,98.46,55.92,39,8.9,6.0,16.32,1.66,3.41,59.16,68.53,386.62,6.78,52.09,97.63,Yes,40,0.2,10,54.76,83.03,Not Detected,79.54,68.57,28.01,71.25,94,16.38,864,93.21,0.73,81.19,Optimized
7937,2024-06-15 09:37:00,WH_05,Zone_D,RACK_069,PROD_00213,186,290,154,121,44,93.12,379,76.08,64.94,24.96,29,16.31,8.31,30.12,0.92,1.04,94.04,37.14,828.83,11.44,61.12,99.71,Yes,30,0.34,6,50.27,8.35,Not Detected,90.26,87.94,32.44,43.28,134,41.28,513,60.32,0.106,76.57,Optimized
7938,2024-04-08 01:24:00,WH_09,Zone_E,RACK_042,PROD_00579,138,372,263,98,16,92.08,28,95.97,77.97,29.51,62,3.54,7.24,16.93,0.63,5.42,37.45,50.07,193.41,7.33,67.93,66.88,No,15,0.5,1,50.31,96.61,Not Detected,81.9,83.04,21.43,50.72,74,26.39,367,38.41,0.105,78.07,Optimized
7939,2024-06-29 11:32:00,WH_10,Zone_B,RACK_011,PROD_00244,277,805,123,118,16,99.96,42,47.29,78.5,24.41,21,13.65,5.05,24.13,2.97,4.44,34.97,95.72,940.55,7.85,55.59,55.72,Yes,15,0.42,18,51.46,74.25,Detected,78.99,12.55,23.1,48.07,54,48.51,595,39.45,0.081,91.99,Optimized
7940,2024-07-18 10:48:00,WH_04,Zone_F,RACK_009,PROD_00319,206,224,227,73,180,92.69,111,91.21,83.65,42.38,44,9.71,10.91,22.37,3.0,4.61,92.69,84.69,218.07,13.08,31.55,72.1,No,28,0.65,8,35.33,50.94,Not Detected,85.36,34.18,21.32,40.78,124,41.22,437,35.22,0.883,52.12,Optimized
7941,2024-01-20 14:03:00,WH_03,Zone_E,RACK_080,PROD_00591,155,818,131,93,58,91.85,478,51.22,85.88,23.42,23,11.36,7.66,24.55,1.6,0.71,51.59,26.25,502.27,16.02,83.9,94.62,Yes,56,0.81,14,24.15,88.49,Detected,79.77,43.72,32.69,70.06,140,41.54,401,69.99,0.893,82.53,Optimized
7942,2024-05-08 08:38:00,WH_05,Zone_B,RACK_056,PROD_00143,46,260,299,119,64,90.53,344,54.38,70.75,51.99,48,9.05,13.26,27.25,2.49,1.9,49.23,78.68,717.11,21.94,43.59,78.26,Yes,11,0.22,5,80.85,87.9,Detected,79.25,44.76,25.81,67.69,88,10.91,863,67.52,0.151,66.08,Optimized
7943,2024-10-06 00:09:00,WH_08,Zone_A,RACK_035,PROD_00587,183,529,295,17,127,93.9,568,60.84,87.08,35.13,55,4.62,7.15,15.98,3.49,4.23,27.97,51.65,780.0,7.79,63.38,82.0,No,20,0.35,18,87.38,75.92,Detected,97.89,94.66,32.29,57.63,139,46.81,984,38.79,0.159,85.21,Optimized
7944,2024-02-23 09:57:00,WH_02,Zone_E,RACK_042,PROD_00148,90,282,210,63,37,99.66,861,56.09,60.65,31.99,16,1.72,9.73,13.82,1.16,1.06,39.19,51.68,721.12,20.3,50.53,99.9,Yes,11,0.73,15,88.74,21.59,Detected,83.1,93.38,20.77,60.19,77,27.5,397,69.87,0.991,65.71,Optimized
7945,2024-07-28 07:26:00,WH_05,Zone_F,RACK_032,PROD_00160,104,525,98,14,105,98.0,843,81.9,87.95,22.45,33,12.23,11.25,27.43,0.89,1.6,66.44,48.07,154.82,18.64,53.44,77.09,No,36,0.54,9,41.99,8.73,Not Detected,97.07,67.77,22.79,49.68,49,45.31,594,47.12,0.782,80.38,Optimized
7946,2024-10-31 12:21:00,WH_05,Zone_F,RACK_041,PROD_00003,61,498,67,62,54,90.58,897,85.24,64.97,18.6,50,5.79,11.77,19.81,1.74,2.64,35.51,64.13,925.1,15.0,93.1,55.2,Yes,31,0.94,10,68.28,33.95,Not Detected,91.72,49.6,31.71,57.07,59,49.63,549,56.77,0.353,85.63,Optimized
7947,2024-09-20 15:46:00,WH_08,Zone_F,RACK_047,PROD_00426,170,152,184,97,161,93.39,298,55.62,97.06,5.46,51,6.07,12.81,19.98,1.14,4.58,55.27,23.52,889.11,15.2,93.73,69.25,No,51,0.52,14,38.42,83.76,Not Detected,70.22,68.03,21.99,58.27,78,14.63,317,36.04,0.257,92.7,Optimized
7948,2024-09-16 19:37:00,WH_07,Zone_B,RACK_046,PROD_00024,109,589,180,106,41,97.52,657,73.96,87.47,32.8,41,12.23,9.14,26.48,1.07,2.43,29.69,45.91,204.12,12.13,52.93,93.24,No,51,0.38,18,85.07,29.4,Detected,97.24,23.32,30.95,65.43,39,24.48,419,81.55,0.493,84.17,Optimized
7949,2024-06-04 17:54:00,WH_09,Zone_E,RACK_045,PROD_00519,42,435,223,48,95,95.45,246,62.34,73.06,37.24,28,9.94,5.97,22.12,2.89,0.51,35.88,86.45,815.44,16.49,80.59,78.54,Yes,41,0.55,6,98.24,45.52,Detected,98.3,77.78,19.43,57.04,79,11.08,768,91.14,0.87,99.35,Optimized
7950,2024-11-06 15:10:00,WH_09,Zone_F,RACK_029,PROD_00085,64,689,80,66,113,99.87,414,86.17,76.46,37.75,52,11.29,14.11,33.15,3.3,3.33,25.12,70.43,457.5,5.1,30.09,70.74,Yes,25,0.44,17,78.06,46.88,Not Detected,88.52,31.12,24.23,71.01,84,22.53,703,71.39,0.149,97.57,Optimized
7951,2024-04-21 14:31:00,WH_06,Zone_D,RACK_067,PROD_00174,65,530,79,81,156,90.53,592,81.93,77.52,57.4,29,16.04,10.9,31.44,1.91,3.11,74.96,79.86,105.48,6.09,88.55,77.25,No,30,0.25,17,69.5,82.07,Not Detected,79.98,28.06,33.08,57.88,59,50.95,534,35.05,0.268,62.46,Optimized
7952,2024-07-11 22:57:00,WH_05,Zone_F,RACK_009,PROD_00462,140,444,234,68,173,98.87,466,73.02,76.8,46.49,15,4.97,9.3,21.26,3.19,0.59,82.02,47.81,321.23,18.47,52.26,62.7,Yes,46,0.32,14,37.5,79.94,Not Detected,74.52,41.5,18.64,74.81,134,6.83,504,65.0,0.204,91.43,Optimized
7953,2024-05-20 22:07:00,WH_03,Zone_D,RACK_009,PROD_00548,62,849,293,153,139,99.04,413,66.67,69.7,25.14,53,6.39,2.23,9.62,1.81,4.65,38.37,85.95,426.23,5.61,71.91,87.67,Yes,9,0.55,12,20.27,8.16,Not Detected,88.59,55.21,24.73,35.62,76,52.7,493,78.34,0.149,92.66,Optimized
7954,2024-06-30 05:51:00,WH_08,Zone_B,RACK_047,PROD_00481,162,861,46,142,153,96.17,862,88.85,85.16,54.45,58,2.72,4.66,11.94,3.07,0.79,69.44,28.41,674.82,22.68,49.31,96.41,No,23,0.2,16,73.7,42.35,Not Detected,79.43,83.71,22.14,40.57,26,38.11,565,75.58,0.467,82.57,Optimized
7955,2024-01-24 03:18:00,WH_01,Zone_D,RACK_080,PROD_00600,33,517,164,21,82,91.06,427,66.7,78.95,1.1,16,11.66,11.26,29.57,3.19,0.34,72.37,72.32,212.68,15.75,91.46,76.63,No,23,0.42,10,51.36,91.05,Not Detected,78.71,24.64,32.91,55.61,96,8.38,721,93.77,0.154,94.83,Optimized
7956,2024-09-08 09:54:00,WH_10,Zone_A,RACK_050,PROD_00320,195,863,284,108,167,91.06,229,94.85,90.92,44.57,33,2.49,10.12,19.16,1.63,2.22,38.36,29.14,696.88,23.34,64.95,74.94,Yes,33,0.88,13,42.2,38.83,Not Detected,99.3,76.44,27.22,45.74,35,32.26,475,89.74,0.439,96.0,Optimized
7957,2024-05-23 06:11:00,WH_02,Zone_D,RACK_039,PROD_00600,234,763,12,164,11,91.04,683,61.34,91.39,40.59,50,4.6,10.34,18.67,1.83,2.84,27.24,78.4,671.29,17.97,76.55,89.36,No,6,0.72,1,53.67,15.2,Not Detected,89.31,63.66,19.05,50.4,148,53.17,417,73.06,0.499,95.22,Optimized
7958,2024-10-22 01:07:00,WH_04,Zone_A,RACK_057,PROD_00308,134,449,71,155,158,92.81,313,47.32,76.68,49.68,12,14.75,2.23,18.38,1.55,4.61,47.17,75.76,476.85,18.94,33.31,90.8,No,16,0.31,8,77.86,88.3,Not Detected,93.25,46.19,27.24,36.61,61,59.06,459,66.5,0.419,60.17,Optimized
7959,2024-02-18 18:57:00,WH_02,Zone_D,RACK_069,PROD_00536,295,543,249,145,20,93.88,278,82.03,92.06,4.1,62,8.28,8.49,18.39,0.78,3.49,68.01,88.58,737.04,18.66,70.37,75.06,Yes,60,0.98,9,60.68,45.92,Not Detected,99.42,78.12,20.63,62.29,80,54.93,718,36.2,0.077,65.62,Optimized
7960,2024-11-26 02:45:00,WH_07,Zone_D,RACK_051,PROD_00491,237,302,133,132,76,91.89,818,66.66,85.37,41.14,29,3.11,11.2,20.14,2.2,3.95,40.1,58.27,688.92,20.85,33.56,66.56,Yes,18,0.6,14,43.38,12.98,Detected,84.55,89.37,23.23,35.21,23,57.41,303,85.87,0.143,83.71,Optimized
7961,2024-04-12 10:24:00,WH_05,Zone_F,RACK_028,PROD_00520,50,766,267,64,16,99.09,190,76.3,98.55,51.32,19,16.22,10.08,32.5,1.52,3.12,26.84,83.55,324.4,16.84,50.02,91.41,Yes,15,0.84,13,39.84,83.6,Not Detected,87.08,12.95,25.23,71.96,28,39.74,447,64.72,0.408,60.19,Optimized
7962,2024-01-02 02:10:00,WH_04,Zone_B,RACK_057,PROD_00042,144,243,282,82,123,90.78,378,88.77,67.43,37.31,18,12.83,8.63,23.77,3.42,1.2,92.53,63.9,554.86,18.75,39.36,93.4,No,23,0.66,15,20.64,51.79,Detected,82.14,52.21,25.06,54.94,141,49.21,670,42.84,0.547,91.18,Optimized
7963,2024-08-20 21:08:00,WH_07,Zone_C,RACK_032,PROD_00565,49,502,229,46,101,98.11,238,58.55,73.21,29.37,22,16.98,10.35,31.96,1.12,4.67,66.82,46.19,228.05,11.56,45.67,99.69,Yes,53,0.68,14,39.6,47.93,Not Detected,83.5,46.26,20.16,69.12,79,28.19,841,62.22,0.679,65.53,Optimized
7964,2024-07-12 11:04:00,WH_06,Zone_D,RACK_008,PROD_00344,217,91,190,95,101,93.62,237,72.83,74.3,56.01,44,12.75,14.35,29.36,2.46,1.94,82.96,93.79,479.23,18.91,69.17,80.64,Yes,19,0.35,4,77.49,72.78,Not Detected,75.8,57.26,19.44,46.54,59,29.37,733,36.56,0.181,64.14,Optimized
7965,2024-11-18 00:55:00,WH_02,Zone_B,RACK_015,PROD_00113,173,811,5,49,113,98.17,399,78.83,87.6,4.94,41,10.37,12.34,29.5,2.19,4.81,71.56,77.34,701.06,23.93,68.78,90.04,No,56,0.87,2,58.3,93.57,Not Detected,85.07,98.1,20.27,67.19,135,15.61,940,75.84,0.93,90.43,Optimized
7966,2024-01-09 04:38:00,WH_08,Zone_C,RACK_024,PROD_00160,145,134,143,144,10,97.8,176,93.06,71.44,58.83,49,11.67,12.34,29.57,1.17,1.23,92.55,39.51,903.23,9.21,81.95,73.71,Yes,40,0.61,4,47.17,32.97,Detected,88.27,32.3,25.88,49.2,113,48.76,686,50.81,0.346,86.8,Optimized
7967,2024-03-20 19:12:00,WH_06,Zone_A,RACK_015,PROD_00029,147,274,247,120,78,97.09,380,62.26,85.92,26.08,8,9.09,10.91,22.48,3.13,3.54,41.04,71.77,604.36,8.47,92.78,59.26,No,31,0.56,8,96.72,24.57,Not Detected,92.28,64.74,29.37,61.11,112,32.87,442,36.21,0.54,64.83,Optimized
7968,2024-04-15 09:33:00,WH_07,Zone_A,RACK_009,PROD_00395,78,301,117,64,2,90.33,748,83.83,64.84,58.74,4,10.84,9.8,23.13,1.43,4.99,80.77,87.91,146.6,18.78,35.11,97.14,Yes,34,0.67,8,97.15,89.61,Not Detected,94.13,23.96,19.58,47.52,26,45.64,473,45.81,0.473,96.78,Optimized
7969,2024-05-25 16:52:00,WH_04,Zone_F,RACK_012,PROD_00010,223,328,296,76,8,99.89,285,46.59,67.82,34.0,18,5.55,13.28,24.46,1.83,4.19,37.16,46.05,374.67,18.96,90.98,99.55,No,45,0.26,7,88.48,32.1,Detected,77.11,33.91,22.99,69.83,44,52.57,968,56.27,0.406,50.03,Optimized
7970,2024-02-15 20:02:00,WH_06,Zone_B,RACK_051,PROD_00107,120,134,89,110,105,92.43,741,56.47,70.99,16.46,67,4.39,12.54,24.46,2.02,5.24,47.92,67.9,678.78,8.69,48.8,55.53,No,22,0.43,1,56.25,74.02,Not Detected,98.33,57.93,22.29,66.24,68,16.32,627,50.47,0.171,81.85,Optimized
7971,2024-11-01 17:01:00,WH_06,Zone_B,RACK_045,PROD_00121,226,246,78,178,145,93.76,360,77.63,62.68,44.66,34,5.65,8.2,18.72,2.65,0.98,68.27,40.49,305.95,9.04,85.9,78.65,No,32,0.52,17,50.21,86.23,Not Detected,91.85,57.16,29.5,47.33,82,42.64,354,87.31,0.172,58.33,Optimized
7972,2024-06-18 18:48:00,WH_03,Zone_F,RACK_025,PROD_00007,163,303,156,102,62,99.39,530,66.08,86.77,51.91,18,10.44,9.34,21.68,1.1,0.97,84.87,67.38,266.82,12.07,93.71,85.36,Yes,29,0.56,12,58.06,27.08,Not Detected,82.31,42.06,31.06,43.82,74,15.81,436,90.08,0.584,87.68,Optimized
7973,2024-06-03 11:37:00,WH_03,Zone_D,RACK_035,PROD_00515,85,487,133,38,145,90.95,733,60.3,93.09,38.5,28,17.95,12.09,31.06,1.0,5.13,29.28,40.06,94.57,15.28,88.7,84.78,No,33,0.28,7,91.61,19.11,Not Detected,86.94,18.58,33.33,51.61,109,23.94,461,63.61,0.088,52.88,Optimized
7974,2024-08-25 18:51:00,WH_02,Zone_E,RACK_080,PROD_00332,83,718,118,78,64,91.36,596,92.25,88.59,41.08,19,8.38,7.13,18.74,1.23,2.04,27.77,68.75,684.96,9.59,37.18,82.94,No,30,0.41,14,82.24,44.64,Not Detected,78.68,75.01,26.7,65.73,37,59.03,906,82.69,0.289,92.91,Optimized
7975,2024-01-06 14:15:00,WH_07,Zone_C,RACK_075,PROD_00546,289,651,125,65,105,93.5,83,45.68,93.0,24.08,44,13.96,14.25,34.38,2.5,4.06,78.28,41.07,438.62,21.46,74.86,70.41,Yes,53,0.38,13,67.67,61.05,Not Detected,70.23,80.55,31.16,45.83,29,36.59,789,43.98,0.241,99.87,Optimized
7976,2024-03-10 01:17:00,WH_01,Zone_D,RACK_045,PROD_00184,286,778,287,51,174,93.93,196,83.25,84.85,35.45,13,15.27,5.11,21.67,3.29,3.68,43.0,95.13,140.15,17.51,56.81,98.51,Yes,57,0.44,2,33.94,57.54,Not Detected,77.38,71.17,18.31,47.16,123,29.79,528,67.16,0.098,74.71,Optimized
7977,2024-06-14 05:47:00,WH_01,Zone_D,RACK_035,PROD_00296,286,577,106,69,162,99.0,598,54.21,99.82,36.05,14,1.74,7.05,12.96,0.69,2.03,43.72,92.34,604.25,6.12,44.87,93.95,No,59,0.83,13,98.03,45.44,Detected,90.82,75.69,26.01,59.64,102,55.24,974,37.36,0.763,90.25,Optimized
7978,2024-01-08 19:19:00,WH_04,Zone_E,RACK_062,PROD_00188,89,500,140,90,148,98.38,679,50.3,63.17,11.43,7,16.1,3.38,22.3,2.27,2.36,91.21,27.16,570.92,14.96,62.91,95.89,Yes,17,0.95,1,52.26,96.51,Not Detected,74.96,86.05,29.33,38.25,131,44.09,468,76.11,0.682,62.52,Optimized
7979,2024-11-05 02:37:00,WH_01,Zone_C,RACK_039,PROD_00576,127,72,44,15,45,97.83,600,80.57,92.18,26.72,49,9.39,12.15,25.02,1.13,4.92,79.77,78.49,811.25,12.27,38.28,74.69,Yes,49,0.53,18,59.75,12.94,Not Detected,72.02,60.7,21.98,64.37,87,46.37,427,89.54,0.239,65.76,Optimized
7980,2024-12-20 10:45:00,WH_09,Zone_B,RACK_034,PROD_00501,159,158,236,135,8,92.62,577,75.13,80.3,28.81,52,15.2,13.05,29.49,1.04,4.93,87.24,25.24,664.82,9.79,47.63,55.78,No,50,0.33,16,21.95,59.71,Detected,91.31,64.3,21.61,75.0,146,41.94,864,35.57,0.649,85.31,Optimized
7981,2024-04-18 15:30:00,WH_10,Zone_C,RACK_060,PROD_00531,111,769,295,13,81,92.3,42,60.7,67.54,18.66,15,2.24,7.54,16.48,1.73,0.21,28.49,73.16,381.94,12.86,26.92,66.37,No,29,0.9,6,73.34,78.16,Detected,84.22,31.06,29.02,39.01,60,7.24,933,85.76,0.919,74.76,Optimized
7982,2024-01-30 22:17:00,WH_08,Zone_C,RACK_028,PROD_00152,55,832,138,131,26,90.37,496,90.77,72.88,17.8,67,16.7,4.56,23.5,2.21,1.8,94.01,40.31,156.65,6.35,84.86,63.6,Yes,41,0.23,3,31.36,65.85,Not Detected,83.24,12.78,32.46,46.14,27,25.5,674,45.64,0.467,66.94,Optimized
7983,2024-12-23 08:04:00,WH_06,Zone_D,RACK_067,PROD_00494,209,107,141,29,38,98.44,260,68.62,80.74,13.27,57,7.1,11.7,20.66,1.83,1.1,79.04,68.95,400.38,9.02,25.11,83.46,Yes,51,0.87,14,58.34,2.62,Detected,93.45,86.71,26.9,42.11,116,45.59,343,82.93,0.405,96.93,Optimized
7984,2024-04-03 08:54:00,WH_02,Zone_E,RACK_034,PROD_00294,171,77,102,126,15,97.85,384,87.43,91.52,48.82,40,10.46,13.21,30.93,3.25,3.52,26.48,26.94,520.4,18.69,39.55,65.66,Yes,56,1.0,3,37.03,39.22,Not Detected,74.24,83.18,32.91,44.36,87,16.42,324,68.98,0.147,68.46,Optimized
7985,2024-11-17 21:19:00,WH_04,Zone_C,RACK_068,PROD_00033,240,826,266,126,57,95.22,208,84.11,81.32,22.36,33,3.47,6.67,16.92,2.23,4.68,26.77,90.18,132.2,15.79,63.78,92.25,Yes,57,0.78,7,42.39,22.26,Not Detected,76.04,94.26,31.88,59.11,107,41.35,586,82.35,0.769,66.81,Optimized
7986,2024-05-23 19:11:00,WH_04,Zone_A,RACK_043,PROD_00461,94,81,267,78,41,97.19,458,48.87,76.85,39.07,62,16.51,2.19,25.32,2.27,0.72,61.27,65.05,588.66,14.28,55.78,89.52,No,47,0.33,9,52.4,43.54,Detected,90.69,94.88,30.29,42.68,61,16.55,503,43.41,0.969,83.37,Optimized
7987,2024-05-23 16:15:00,WH_08,Zone_B,RACK_043,PROD_00118,297,724,91,179,132,94.76,709,65.76,65.37,35.4,31,2.03,3.23,7.49,1.85,2.77,26.97,29.87,486.85,17.23,42.9,77.43,No,37,0.67,7,46.95,93.38,Not Detected,99.76,96.77,31.48,59.76,126,10.82,895,36.13,0.276,87.62,Optimized
7988,2024-08-05 21:49:00,WH_04,Zone_A,RACK_025,PROD_00382,191,712,291,22,4,99.88,110,98.75,72.53,13.61,51,13.31,5.15,22.66,2.4,1.73,74.5,68.3,948.87,13.2,61.43,66.26,Yes,24,0.59,7,83.81,91.14,Detected,89.08,59.08,25.97,57.89,112,31.06,990,72.78,0.922,59.87,Optimized
7989,2024-12-02 07:24:00,WH_04,Zone_C,RACK_027,PROD_00099,297,369,173,161,130,92.15,307,70.99,74.65,50.25,13,13.67,7.17,21.99,1.12,1.64,87.76,22.19,387.47,20.01,45.15,83.0,Yes,52,0.81,4,92.47,89.61,Not Detected,86.27,56.24,32.96,37.55,123,45.47,740,48.48,0.533,57.82,Optimized
7990,2024-07-28 15:01:00,WH_07,Zone_F,RACK_024,PROD_00271,117,144,178,92,11,97.99,633,82.16,63.39,27.24,19,15.76,7.77,26.62,2.59,2.58,81.43,89.52,744.89,22.59,98.18,84.05,Yes,31,0.84,16,50.45,70.87,Not Detected,97.68,29.35,29.4,68.2,37,47.76,403,38.31,0.019,85.33,Optimized
7991,2024-01-29 21:38:00,WH_02,Zone_E,RACK_051,PROD_00040,19,618,185,59,26,94.66,611,53.06,75.35,8.75,46,1.97,14.99,22.3,1.0,4.22,56.72,59.15,381.78,23.5,84.86,55.56,No,48,0.66,1,50.5,58.93,Detected,93.14,13.5,20.65,50.2,34,57.64,987,43.91,0.628,74.21,Optimized
7992,2024-03-16 12:06:00,WH_01,Zone_E,RACK_039,PROD_00095,20,332,246,68,48,95.08,611,68.8,61.04,23.21,38,14.03,12.08,27.57,3.18,4.12,51.67,84.88,795.26,20.98,52.31,91.62,No,13,0.2,15,78.93,83.45,Not Detected,71.88,84.38,24.52,64.63,72,55.46,424,41.92,0.282,84.85,Optimized
7993,2024-03-14 01:30:00,WH_04,Zone_B,RACK_001,PROD_00069,214,679,132,103,147,99.01,448,50.43,91.85,42.54,69,3.24,11.16,20.82,2.73,4.2,86.49,93.01,697.62,21.13,78.74,72.5,Yes,14,0.43,16,93.38,13.79,Not Detected,94.05,65.31,24.89,40.35,52,58.14,963,85.15,0.159,82.83,Optimized
7994,2024-04-05 22:00:00,WH_02,Zone_B,RACK_032,PROD_00269,35,704,60,20,117,95.25,512,73.94,97.0,37.61,67,6.35,5.36,13.81,3.28,4.27,77.78,52.07,763.02,23.15,47.42,58.97,No,47,0.84,9,45.48,11.38,Not Detected,85.83,78.76,32.45,63.25,68,20.33,945,51.79,0.141,71.32,Optimized
7995,2024-11-14 13:10:00,WH_06,Zone_C,RACK_065,PROD_00550,95,322,46,148,51,96.69,228,81.68,86.12,50.86,38,6.51,5.14,15.74,1.1,4.55,70.67,27.73,135.13,9.54,67.13,85.53,No,10,0.73,5,90.17,37.05,Detected,94.62,69.94,25.15,69.53,72,8.59,657,80.98,0.148,60.5,Optimized
7996,2024-05-31 22:58:00,WH_04,Zone_E,RACK_011,PROD_00535,84,708,62,116,18,96.55,52,47.12,94.66,39.57,53,15.32,3.13,19.71,1.79,4.96,28.03,75.94,763.69,14.21,67.23,91.82,Yes,53,0.73,1,40.02,50.22,Not Detected,70.22,74.23,22.38,71.87,130,14.54,585,93.25,0.087,53.93,Optimized
7997,2024-05-27 06:40:00,WH_03,Zone_B,RACK_055,PROD_00577,177,867,226,91,124,92.53,288,71.22,98.3,52.92,8,2.06,2.59,9.83,0.75,1.93,39.2,55.73,468.4,12.64,67.81,82.57,Yes,20,0.56,14,25.54,5.52,Not Detected,98.01,21.55,25.93,55.77,126,13.79,567,53.97,0.058,98.92,Optimized
7998,2024-08-02 19:50:00,WH_10,Zone_B,RACK_053,PROD_00086,261,682,112,3,61,92.81,892,80.21,64.2,23.74,40,6.42,11.12,19.71,0.77,5.23,72.41,30.06,513.49,22.76,86.92,57.11,No,36,0.49,2,82.89,28.54,Not Detected,86.33,64.58,32.25,37.96,147,27.65,584,35.53,0.466,81.47,Optimized
7999,2024-08-27 05:20:00,WH_07,Zone_B,RACK_051,PROD_00508,46,243,275,63,81,93.35,509,54.16,64.02,22.25,39,17.5,4.89,27.45,2.45,0.21,45.1,95.72,754.87,21.58,69.8,64.63,No,5,0.53,8,95.7,25.27,Not Detected,85.37,69.68,24.81,71.51,67,46.73,716,79.12,0.771,70.52,Optimized
8000,2024-02-18 04:55:00,WH_09,Zone_C,RACK_054,PROD_00574,231,77,198,149,129,99.3,661,93.05,74.3,33.6,37,6.52,8.63,17.09,2.72,1.31,49.96,57.52,96.37,22.65,66.15,94.08,No,53,0.38,2,53.11,7.92,Detected,79.37,92.02,24.03,71.78,69,49.04,951,70.01,0.838,76.57,Optimized
8001,2024-10-22 09:43:00,WH_08,Zone_A,RACK_046,PROD_00324,116,481,85,75,2,93.22,702,54.77,66.71,32.72,59,10.75,4.6,18.19,1.8,0.29,28.13,89.79,831.14,16.58,46.75,55.7,Yes,55,0.27,15,42.78,24.0,Not Detected,98.31,78.93,19.26,71.95,79,40.31,959,74.13,0.824,83.29,Optimized
8002,2024-03-07 23:03:00,WH_06,Zone_E,RACK_046,PROD_00367,47,94,183,62,93,90.11,712,60.58,63.11,9.51,11,6.3,13.71,26.45,2.77,4.99,80.12,40.84,800.8,5.04,51.95,96.16,No,42,0.98,16,98.42,73.94,Not Detected,81.22,91.28,26.77,67.27,133,58.17,760,53.02,0.448,99.55,Optimized
8003,2024-07-17 01:55:00,WH_10,Zone_C,RACK_012,PROD_00316,220,773,75,179,169,93.81,648,68.5,67.53,15.28,37,17.72,5.85,28.46,1.51,4.97,86.86,65.03,819.3,20.83,26.15,95.38,No,33,0.22,7,41.98,75.15,Detected,93.46,43.63,23.42,63.46,116,49.74,736,77.03,0.553,65.78,Optimized
8004,2024-10-19 05:26:00,WH_06,Zone_C,RACK_063,PROD_00158,293,273,182,25,147,98.2,574,80.72,79.12,41.6,59,4.72,2.8,13.62,1.87,3.58,43.0,68.54,880.25,13.04,62.53,72.14,Yes,56,0.32,1,75.33,27.15,Not Detected,85.41,82.89,20.37,42.98,79,5.18,850,49.62,0.027,95.95,Optimized
8005,2024-01-15 16:13:00,WH_08,Zone_F,RACK_053,PROD_00470,285,438,55,59,90,96.61,157,70.94,70.81,31.34,17,3.64,11.86,16.87,1.54,3.66,31.44,99.09,133.45,13.18,57.81,91.92,Yes,56,0.21,3,73.8,17.33,Detected,81.51,38.8,24.75,56.69,44,6.25,989,61.79,0.198,69.58,Optimized
8006,2024-10-30 05:36:00,WH_09,Zone_F,RACK_014,PROD_00438,56,124,88,169,38,90.53,152,98.58,92.78,26.62,16,11.74,2.57,17.93,2.88,4.24,90.11,34.65,834.94,23.68,58.76,95.58,Yes,16,0.79,13,75.14,51.59,Detected,95.16,79.14,29.36,60.42,34,44.38,972,78.96,0.193,67.88,Optimized
8007,2024-02-08 05:27:00,WH_07,Zone_E,RACK_009,PROD_00488,136,347,85,153,22,98.19,769,52.25,87.18,25.09,2,17.61,13.89,32.86,2.18,1.24,66.05,46.36,183.81,17.99,57.14,71.39,No,44,0.3,2,43.64,55.33,Not Detected,94.37,17.96,23.36,69.4,77,11.58,721,74.46,0.468,52.63,Optimized
8008,2024-03-26 08:07:00,WH_04,Zone_C,RACK_073,PROD_00352,204,673,232,118,105,93.63,582,84.96,60.97,27.69,12,10.42,6.2,22.32,2.11,0.78,70.21,42.8,893.9,18.02,87.05,68.5,No,15,0.76,17,91.21,89.15,Detected,92.66,64.95,28.99,63.21,56,9.41,677,80.17,0.655,74.7,Optimized
8009,2024-09-29 15:12:00,WH_08,Zone_E,RACK_017,PROD_00261,188,404,33,145,179,92.68,504,73.96,81.05,53.68,2,2.06,13.13,19.88,1.51,2.46,75.25,69.28,598.16,19.74,57.52,57.05,Yes,15,0.43,17,36.3,98.32,Not Detected,79.94,18.04,22.42,47.98,83,11.32,980,71.26,0.021,67.19,Optimized
